source_artist_label,source_artist_key,source_country,artist_count,artist_id,country_id
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,pa,2,,53
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,pe,2,,30
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,pt,2,,28
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,py,2,,55
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,ro,2,,54
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,se,2,,2
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,sk,2,,52
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,sv,2,,47
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,us,2,,3
"['6ix9ine', 'Anuel AA']",44e6f189c2a17402ff447b181c1475c2a671ec6c7a9d452eda62cb1dd42e3f0f,uy,2,,49
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,at,2,,24
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,au,2,,5
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,be,2,,11
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,bg,2,,62
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,ca,2,,12
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,ch,2,,17
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,cy,2,,64
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,de,2,,8
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,dk,2,,10
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,ee,2,,39
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,fi,2,,13
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,gb,2,,4
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,gr,2,,42
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,is,2,,43
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,it,2,,15
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,lu,2,,48
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,lv,2,,41
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,no,2,,7
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,nz,2,,27
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,ro,2,,54
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,se,2,,2
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,sk,2,,52
"['6ix9ine', 'Bobby Shmurda']",eacbfb2cea86454dcacbc68189a6d5865fa454c2a2242345e680a972ce998046,us,2,,3
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,bg,2,,62
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,ca,2,,12
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,ch,2,,17
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,fi,2,,13
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,gr,2,,42
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,is,2,,43
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,lu,2,,48
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,lv,2,,41
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,mt,2,,61
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,no,2,,7
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,nz,2,,27
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,ro,2,,54
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,se,2,,2
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,sk,2,,52
"['6ix9ine', 'DJ SpinKing']",c36dfca0ec344bec7649df505b5fb59befda36862763d500eb8f8a3fd3432a7e,us,2,,3
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,bg,3,,62
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,ca,3,,12
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,gr,3,,42
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,is,3,,43
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,lu,3,,48
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,lv,3,,41
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,sk,3,,52
"['6ix9ine', 'Fetty Wap', 'A Boogie Wit da Hoodie']",8d0c1e7048f9cbecd002b232a5b75ae5843f2920b22861fb4bdd1f379f327662,us,3,,3
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,at,2,,24
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,be,2,,11
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,bg,2,,62
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,ca,2,,12
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,ch,2,,17
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,cy,2,,64
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,de,2,,8
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,fi,2,,13
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,gr,2,,42
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,il,2,,33
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,is,2,,43
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,lt,2,,46
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,lu,2,,48
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,lv,2,,41
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,mt,2,,61
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,no,2,,7
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,nz,2,,27
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,pt,2,,28
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,ro,2,,54
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,se,2,,2
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,sk,2,,52
"['6ix9ine', 'Lil Baby']",cf8e7dda02eb4b9d2d051b5beebbd22fb2eec5a6a298554fbe559b189d3a398f,us,2,,3
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,au,3,,5
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,bg,3,,62
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,ca,3,,12
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,ch,3,,17
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,cy,3,,64
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,gr,3,,42
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,is,3,,43
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,lu,3,,48
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,ro,3,,54
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,sk,3,,52
"['6ix9ine', 'Nicki Minaj', 'Kanye West']",b4bf59b79795975fc8a244752a69deb2d73da855b2eca0fb16d48fe7e3cfccce,us,3,,3
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ar,3,,23
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,at,3,,24
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,au,3,,5
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,be,3,,11
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,bg,3,,62
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,bo,3,,57
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,br,3,,18
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ca,3,,12
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ch,3,,17
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,cl,3,,25
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,co,3,,26
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,cr,3,,32
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,cy,3,,64
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,cz,3,,21
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,de,3,,8
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,dk,3,,10
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,do,3,,60
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ec,3,,40
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ee,3,,39
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,es,3,,9
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,fi,3,,13
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,fr,3,,19
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,gb,3,,4
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,gr,3,,42
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,gt,3,,45
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,hk,3,,38
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,hn,3,,58
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,hu,3,,31
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,id,3,,44
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ie,3,,16
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,il,3,,33
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,is,3,,43
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,it,3,,15
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,jp,3,,22
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,lt,3,,46
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,lu,3,,48
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,lv,3,,41
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,mt,3,,61
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,mx,3,,14
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,my,3,,37
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ni,3,,59
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,nl,3,,6
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,no,3,,7
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,nz,3,,27
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,pa,3,,53
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ph,3,,36
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,pl,3,,20
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,pt,3,,28
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,py,3,,55
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,ro,3,,54
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,se,3,,2
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,sg,3,,29
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,sk,3,,52
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,sv,3,,47
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,th,3,,63
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,tr,3,,34
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,tw,3,,35
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,us,3,,3
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,uy,3,,49
"['6ix9ine', 'Nicki Minaj', 'Murda Beatz']",849eba9e6369df84560e9d5092701fa93ff3ac65eb4d31a07a7fa61b8c46cb71,vn,3,,51
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ae,2,,65
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,at,2,,24
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,be,2,,11
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,bg,2,,62
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ca,2,,12
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ch,2,,17
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,cy,2,,64
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,cz,2,,21
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,de,2,,8
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ee,2,,39
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,eg,2,,68
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,fi,2,,13
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,gr,2,,42
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,hu,2,,31
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,is,2,,43
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,lt,2,,46
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,lu,2,,48
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,lv,2,,41
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ma,2,,70
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,pt,2,,28
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,ro,2,,54
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,sa,2,,67
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,sk,2,,52
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,tr,2,,34
"['6ix9ine', 'Nicki Minaj']",16ebc09fa86f72f43e04b2e00db7f020a5ec9a8b9cbfeeb443a3af50abee930e,za,2,,56
"['6ix9ine', 'Tory Lanez', 'Young Thug']",dcad8bf9574abdebb7326849ac690049826679dadb7365ce1d127a425e7ad996,ca,3,,12
"['6ix9ine', 'Tory Lanez']",5a65668fe673824c179d4f7fa3df5cac8170d76da04a3c016fc90c33303cd632,at,2,,24
"['6ix9ine', 'Tory Lanez']",5a65668fe673824c179d4f7fa3df5cac8170d76da04a3c016fc90c33303cd632,au,2,,5
"['6ix9ine', 'Tory Lanez']",5a65668fe673824c179d4f7fa3df5cac8170d76da04a3c016fc90c33303cd632,be,2,,11
"['6ix9ine', 'Tory Lanez']",5a65668fe673824c179d4f7fa3df5cac8170d76da04a3c016fc90c33303cd632,bg,2,,62
"['6ix9ine', 'Tory Lanez']",5a65668fe673824c179d4f7fa3df5cac8170d76da04a3c016fc90c33303cd632,ca,2,,12
